Age,In Squad,Appearances,Goals,Assists,Yellow Cards,Second Yellows,Straight Reds,Substituted On,Substituted Off,PPG,Minutes Played,Season,Placement,Champions League,Domestic Cup,TOTY,TOTY_Nominee,League_bundesliga,League_laliga,League_ligue-1,League_premier-league,League_serie-a,Position_Attacker,Position_Defender,Position_Goalkeeper,Position_Midfielder
26,52,49,0,0,3,0,0,0,0,2.35,4410.0,1,1,1,1,0,0,False,True,False,False,False,False,False,True,False
32,51,11,0,0,1,0,0,0,0,2.18,990.0,1,1,1,1,0,0,False,True,False,False,False,False,False,True,False
21,51,23,0,0,3,0,1,7,0,2.13,1523.0,1,1,1,1,0,0,False,True,False,False,False,False,True,False,False
21,50,45,3,1,7,2,0,1,1,2.27,3932.0,1,1,1,1,0,0,False,True,False,False,False,False,True,False,False
29,41,37,3,3,7,1,0,1,8,2.49,3020.0,1,1,1,1,0,0,False,True,False,False,False,False,True,False,False
30,49,45,1,3,8,0,0,4,6,2.29,3768.0,1,1,1,1,1,1,False,True,False,False,False,False,True,False,False
34,49,30,1,2,0,0,0,8,4,2.2,1962.0,1,1,1,1,0,0,False,True,False,False,False,False,True,False,False
25,54,54,5,14,13,0,0,2,4,2.35,4702.0,1,1,1,1,0,0,False,True,False,False,False,False,True,False,False
28,39,32,0,1,6,0,2,1,2,2.09,2652.0,1,1,1,1,0,0,False,True,False,False,False,False,True,False,False
19,53,41,3,1,12,0,0,10,8,2.41,2909.0,1,1,1,1,0,0,False,True,False,False,False,False,False,False,True
24,44,43,5,16,5,0,0,5,19,2.4,3282.0,1,1,1,1,0,1,False,True,False,False,False,False,False,False,True
28,55,54,10,31,5,0,0,5,14,2.3,4337.0,1,1,1,1,1,1,False,True,False,False,False,False,False,False,True
28,51,46,6,2,2,0,1,17,10,2.2,2673.0,1,1,1,1,0,0,False,True,False,False,False,False,False,False,True
27,49,36,0,3,0,0,0,17,9,2.08,1687.0,1,1,1,1,0,0,False,True,False,False,False,False,False,False,True
25,52,43,3,1,10,0,0,4,10,2.35,3363.0,1,1,1,1,0,0,False,True,False,False,False,False,False,False,True
20,22,12,0,0,1,0,0,6,3,2.17,589.0,1,1,1,1,0,0,False,True,False,False,False,False,False,False,True
21,53,51,38,19,4,0,0,10,7,2.39,3890.0,1,1,1,1,1,1,False,True,False,False,False,True,False,False,False
20,23,14,0,1,0,0,0,8,4,2.07,570.0,1,1,1,1,0,0,False,True,False,False,False,True,False,False,False
29,53,34,4,4,2,0,0,17,8,2.12,1539.0,1,1,1,1,0,0,False,True,False,False,False,True,False,False,False
27,56,52,36,8,10,0,0,6,21,2.23,4026.0,1,1,1,1,0,1,False,True,False,False,False,True,False,False,False
17,61,42,10,6,4,0,0,24,9,2.21,1787.0,1,1,1,1,0,0,False,True,False,False,False,True,False,False,False
30,48,42,26,11,6,0,0,6,19,2.43,3047.0,1,1,1,1,0,1,False,True,False,False,False,True,False,False,False
27,48,47,0,0,3,0,0,0,0,1.91,4230.0,1,2,0,0,1,1,False,True,False,False,False,False,False,True,False
22,43,42,6,3,13,0,1,1,2,1.86,3641.0,1,2,0,0,1,0,False,True,False,False,False,False,True,False,False
20,40,34,4,5,11,1,0,4,8,1.88,2603.0,1,2,0,0,0,0,False,True,False,False,False,False,True,False,False
25,32,32,0,0,8,0,1,0,2,2.41,2824.0,1,2,0,0,0,0,False,True,False,False,False,False,True,False,False
32,28,13,0,0,5,0,1,3,1,1.46,973.0,1,2,0,0,0,0,False,True,False,False,False,False,True,False,False
34,38,37,0,0,4,0,0,0,7,1.95,3075.0,1,2,0,0,0,0,False,True,False,False,False,False,True,False,False
30,38,34,2,3,8,1,0,0,4,1.85,2978.0,1,2,0,0,0,0,False,True,False,False,False,False,True,False,False
27,36,15,0,1,2,0,0,4,0,1.87,1090.0,1,2,0,0,0,0,False,True,False,False,False,False,True,False,False
22,31,17,0,1,1,0,0,5,3,2.12,1076.0,1,2,0,0,0,0,False,True,False,False,False,False,True,False,False
27,15,15,0,0,2,0,0,3,2,1.93,1099.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
23,21,21,0,1,8,0,0,0,2,2.05,1854.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
22,36,33,1,7,11,1,0,2,3,2.06,2742.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
24,29,28,2,3,8,0,0,5,15,2.11,1793.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
31,28,27,3,6,6,0,0,8,9,1.74,1732.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
21,37,28,0,2,4,0,0,19,3,1.75,1063.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
23,12,11,2,2,1,0,0,3,4,2.0,647.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
25,46,42,5,6,8,0,1,20,15,1.93,2026.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
21,32,21,0,0,7,0,0,17,2,1.86,727.0,1,2,0,0,0,0,False,True,False,False,False,False,False,False,True
31,49,47,24,8,4,0,0,2,17,1.91,3837.0,1,2,0,0,0,0,False,True,False,False,False,True,False,False,False
26,39,14,2,1,0,0,0,10,2,2.14,480.0,1,2,0,0,0,0,False,True,False,False,False,True,False,False,False
24,37,37,8,10,2,1,0,6,15,1.95,2698.0,1,2,0,0,0,0,False,True,False,False,False,True,False,False,False
32,13,12,10,2,2,1,1,0,2,1.83,979.0,1,2,0,0,0,0,False,True,False,False,False,True,False,False,False
24,22,20,8,0,2,1,0,7,7,2.3,1122.0,1,2,0,0,0,0,False,True,False,False,False,True,False,False,False
20,47,44,24,12,6,0,0,7,16,1.91,3217.0,1,2,0,0,0,0,False,True,False,False,False,True,False,False,False
34,50,47,0,0,8,0,1,0,0,1.87,4223.0,1,3,0,0,0,0,False,True,False,False,False,False,False,True,False
22,50,49,5,15,10,0,0,5,13,1.92,3829.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
21,30,22,0,1,3,0,0,9,3,1.91,1203.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
32,34,17,0,0,3,0,0,4,4,2.06,1104.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
27,47,44,1,0,4,0,0,1,1,1.98,3898.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
23,43,41,5,4,3,1,1,10,17,1.85,2608.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
28,39,36,1,0,10,0,0,1,2,1.72,3062.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
27,32,23,0,2,6,0,0,2,2,1.83,1915.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
25,38,20,0,0,4,0,0,0,2,1.8,1710.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
26,48,44,0,2,18,0,0,3,3,1.84,3753.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
24,26,21,0,1,1,1,0,4,2,2.1,1508.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
21,22,14,0,0,6,0,0,4,3,1.86,848.0,1,3,0,0,0,0,False,True,False,False,False,False,True,False,False
29,39,34,1,0,10,1,0,3,12,1.97,2500.0,1,3,0,0,0,0,False,True,False,False,False,False,False,False,True
28,43,29,3,3,2,0,1,9,11,1.66,1653.0,1,3,0,0,0,0,False,True,False,False,False,False,False,False,True
29,45,45,10,5,3,0,0,11,9,1.78,3199.0,1,3,0,0,0,0,False,True,False,False,False,False,False,False,True
25,50,49,2,6,8,1,0,8,18,1.8,3440.0,1,3,0,0,0,0,False,True,False,False,False,False,False,False,True
27,38,37,16,1,7,1,1,6,12,1.62,2711.0,1,3,0,0,0,0,False,True,False,False,False,True,False,False,False
30,43,42,23,7,5,0,0,6,8,2.02,3292.0,1,3,0,0,0,0,False,True,False,False,False,True,False,False,False
20,43,42,3,4,2,0,0,23,13,1.81,2139.0,1,3,0,0,0,0,False,True,False,False,False,True,False,False,False
27,16,11,3,1,2,0,0,9,2,2.18,346.0,1,3,0,0,0,0,False,True,False,False,False,True,False,False,False
19,17,13,1,3,1,0,0,5,6,2.38,696.0,1,3,0,0,0,0,False,True,False,False,False,True,False,False,False
35,48,11,0,0,0,0,0,0,0,1.09,990.0,1,4,0,0,0,0,False,True,False,False,False,False,False,True,False
31,51,41,0,0,1,0,0,0,0,1.85,3690.0,1,4,0,0,0,0,False,True,False,False,False,False,False,True,False
27,31,21,0,2,4,0,0,5,3,1.33,1558.0,1,4,0,0,0,0,False,True,False,False,False,False,True,False,False
26,38,28,2,2,3,1,0,2,3,1.39,2309.0,1,4,0,0,0,0,False,True,False,False,False,False,True,False,False
31,46,38,0,4,13,0,0,6,3,1.74,2918.0,1,4,0,0,0,0,False,True,False,False,False,False,True,False,False
24,41,34,3,1,12,0,1,1,5,1.97,2826.0,1,4,0,0,0,0,False,True,False,False,False,False,True,False,False
30,43,41,1,2,11,0,0,1,1,1.73,3609.0,1,4,0,0,0,0,False,True,False,False,False,False,True,False,False
29,41,37,0,2,15,1,1,2,3,1.54,2867.0,1,4,0,0,0,0,False,True,False,False,False,False,True,False,False
26,44,28,1,0,6,0,0,5,3,1.61,2227.0,1,4,0,0,0,0,False,True,False,False,False,False,True,False,False
20,39,31,1,0,4,2,0,23,3,1.71,1053.0,1,4,0,0,0,0,False,True,False,False,False,False,False,False,True
30,33,32,2,3,8,1,0,10,10,1.78,1959.0,1,4,0,0,0,0,False,True,False,False,False,False,False,False,True
28,47,43,0,2,18,0,0,2,10,1.84,3430.0,1,4,0,0,0,0,False,True,False,False,False,False,False,False,True
18,36,12,0,0,3,0,0,5,5,1.75,534.0,1,4,0,0,0,0,False,True,False,False,False,False,False,False,True
22,39,20,0,1,1,0,0,16,4,1.55,568.0,1,4,0,0,0,0,False,True,False,False,False,True,False,False,False
29,45,45,35,11,3,0,0,3,13,1.76,3688.0,1,4,0,0,0,0,False,True,False,False,False,True,False,False,False
21,49,48,4,2,12,0,0,14,13,1.79,3050.0,1,4,0,0,0,0,False,True,False,False,False,True,False,False,False
30,42,29,1,3,5,0,0,19,7,1.72,970.0,1,4,0,0,0,0,False,True,False,False,False,True,False,False,False
20,48,47,21,15,4,0,0,5,22,1.77,3590.0,1,4,0,0,0,0,False,True,False,False,False,True,False,False,False
27,43,43,10,7,8,0,0,5,20,1.79,3196.0,1,4,0,0,0,0,False,True,False,False,False,True,False,False,False
23,49,42,6,4,8,0,0,22,9,1.67,2091.0,1,4,0,0,0,0,False,True,False,False,False,True,False,False,False
28,44,44,9,9,6,1,0,2,12,1.64,3694.0,1,4,0,0,0,0,False,True,False,False,False,True,False,False,False
26,50,47,0,0,4,0,0,0,0,1.68,4230.0,1,5,0,0,0,0,False,True,False,False,False,False,False,True,False
24,39,35,2,0,9,0,0,0,1,1.54,3082.0,1,5,0,0,0,0,False,True,False,False,False,False,True,False,False
22,41,38,0,1,16,0,1,0,0,1.71,3397.0,1,5,0,0,0,0,False,True,False,False,False,False,True,False,False
30,44,44,6,4,4,0,1,0,1,1.68,3916.0,1,5,0,0,0,0,False,True,False,False,False,False,True,False,False
32,40,27,0,2,9,0,1,2,2,1.74,2263.0,1,5,0,0,0,0,False,True,False,False,False,False,True,False,False
27,45,30,0,5,5,1,0,2,2,1.57,2424.0,1,5,0,0,0,0,False,True,False,False,False,False,True,False,False
31,42,23,2,0,5,0,0,2,0,1.65,1978.0,1,5,0,0,0,0,False,True,False,False,False,False,True,False,False
23,39,39,8,5,3,0,0,7,6,1.64,2992.0,1,5,0,0,0,0,False,True,False,False,False,False,False,False,True
31,19,12,0,0,1,0,0,4,3,1.83,747.0,1,5,0,0,0,0,False,True,False,False,False,False,False,False,True
27,42,40,1,1,11,1,0,4,10,1.6,2970.0,1,5,0,0,0,0,False,True,False,False,False,False,False,False,True
34,45,40,4,9,5,1,0,11,20,1.58,2482.0,1,5,0,0,0,0,False,True,False,False,False,False,False,False,True
31,42,39,2,7,7,0,0,15,18,1.64,2126.0,1,5,0,0,0,0,False,True,False,False,False,False,False,False,True
22,43,30,3,1,1,0,0,19,6,1.37,1198.0,1,5,0,0,0,0,False,True,False,False,False,False,False,False,True
31,37,34,4,1,10,0,0,1,10,1.65,2717.0,1,5,0,0,0,0,False,True,False,False,False,False,False,False,True
24,43,34,0,0,7,0,0,17,7,1.82,1866.0,1,5,0,0,0,0,False,True,False,False,False,False,False,False,True
31,32,25,2,0,7,0,1,16,7,1.32,928.0,1,5,0,0,0,0,False,True,False,False,False,True,False,False,False
26,39,31,6,4,4,0,0,9,5,1.45,1959.0,1,5,0,0,0,0,False,True,False,False,False,True,False,False,False
28,28,23,0,3,1,0,0,14,7,1.78,884.0,1,5,0,0,0,0,False,True,False,False,False,True,False,False,False
28,42,40,19,4,4,1,0,8,16,1.83,2771.0,1,5,0,0,0,0,False,True,False,False,False,True,False,False,False
21,41,39,15,6,4,0,0,2,22,1.59,2937.0,1,5,0,0,0,0,False,True,False,False,False,True,False,False,False
36,22,21,0,0,3,0,0,0,0,1.43,1890.0,1,6,0,0,0,0,False,True,False,False,False,False,False,True,False
23,35,24,0,0,3,0,0,0,1,1.88,2140.0,1,6,0,0,0,0,False,True,False,False,False,False,False,True,False
22,46,44,2,1,9,0,0,3,5,1.64,3650.0,1,6,0,0,0,0,False,True,False,False,False,False,True,False,False
28,39,37,3,1,14,2,1,2,2,1.41,3096.0,1,6,0,0,0,0,False,True,False,False,False,False,True,False,False
27,34,21,2,1,9,0,0,3,3,1.67,1684.0,1,6,0,0,0,0,False,True,False,False,False,False,True,False,False
22,29,28,1,0,8,1,0,0,2,1.86,2411.0,1,6,0,0,0,0,False,True,False,False,False,False,True,False,False
28,39,37,0,2,5,1,0,2,2,1.73,3170.0,1,6,0,0,0,0,False,True,False,False,False,False,True,False,False
27,38,32,0,0,8,0,0,3,5,1.72,2498.0,1,6,0,0,0,0,False,True,False,False,False,False,True,False,False
20,48,47,14,20,5,0,0,6,14,1.64,3556.0,1,6,0,0,0,0,False,True,False,False,False,False,False,False,True
19,22,16,1,0,3,0,0,11,3,1.69,703.0,1,6,0,0,0,0,False,True,False,False,False,False,False,False,True
23,43,34,1,0,8,0,0,6,7,1.53,2472.0,1,6,0,0,0,0,False,True,False,False,False,False,False,False,True
30,44,40,0,2,16,0,0,6,8,1.83,3156.0,1,6,0,0,0,0,False,True,False,False,False,False,False,False,True
32,42,38,5,2,13,0,0,9,16,1.53,2466.0,1,6,0,0,0,0,False,True,False,False,False,False,False,False,True
22,41,39,2,5,6,1,0,13,12,1.69,2422.0,1,6,0,0,0,0,False,True,False,False,False,False,False,False,True
22,27,27,6,9,6,0,0,4,8,1.56,2008.0,1,6,0,0,0,0,False,True,False,False,False,False,False,False,True
30,38,29,1,5,6,0,0,14,8,1.97,1393.0,1,6,0,0,0,0,False,True,False,False,False,False,False,False,True
26,45,43,31,8,10,1,0,6,6,1.79,3312.0,1,6,0,0,0,1,False,True,False,False,False,True,False,False,False
32,50,34,7,2,4,0,0,16,12,1.5,1771.0,1,6,0,0,0,0,False,True,False,False,False,True,False,False,False
31,31,16,1,1,0,0,0,6,5,2.25,943.0,1,6,0,0,0,0,False,True,False,False,False,True,False,False,False
26,44,40,10,1,3,0,1,26,8,1.65,1609.0,1,6,0,0,0,0,False,True,False,False,False,True,False,False,False
26,44,40,6,8,1,0,0,8,18,1.65,2771.0,1,6,0,0,0,0,False,True,False,False,False,True,False,False,False
23,47,33,5,3,5,0,0,11,9,1.88,1949.0,1,6,0,0,0,0,False,True,False,False,False,True,False,False,False
28,51,47,0,0,4,0,1,0,0,1.53,4254.0,1,7,0,0,0,0,False,True,False,False,False,False,False,True,False
32,32,32,0,0,4,0,0,0,1,1.75,2845.0,1,7,0,0,0,0,False,True,False,False,False,False,True,False,False
22,52,52,2,4,6,0,0,1,4,1.56,4587.0,1,7,0,0,0,0,False,True,False,False,False,False,True,False,False
28,47,46,3,0,17,0,0,2,2,1.48,3935.0,1,7,0,0,0,0,False,True,False,False,False,False,True,False,False
25,42,37,1,1,8,0,0,3,3,1.59,3074.0,1,7,0,0,0,0,False,True,False,False,False,False,True,False,False
21,44,21,1,0,5,0,0,2,3,1.67,1704.0,1,7,0,0,0,0,False,True,False,False,False,False,True,False,False
23,36,19,0,1,7,0,0,1,0,1.37,1629.0,1,7,0,0,0,0,False,True,False,False,False,False,True,False,False
27,39,20,3,0,4,0,1,2,1,1.7,1677.0,1,7,0,0,0,0,False,True,False,False,False,False,True,False,False
21,38,38,3,10,3,0,0,1,11,1.63,3108.0,1,7,0,0,0,0,False,True,False,False,False,False,False,False,True
27,36,28,0,1,7,2,0,4,8,1.29,1863.0,1,7,0,0,0,0,False,True,False,False,False,False,False,False,True
31,48,39,5,2,8,0,0,8,5,1.69,3034.0,1,7,0,0,0,0,False,True,False,False,False,False,False,False,True
25,48,41,8,3,5,0,0,10,15,1.78,2766.0,1,7,0,0,0,0,False,True,False,False,False,False,False,False,True
23,32,23,0,0,6,0,0,2,11,1.61,1581.0,1,7,0,0,0,0,False,True,False,False,False,False,False,False,True
33,52,37,1,3,0,0,0,16,12,1.35,1998.0,1,7,0,0,0,0,False,True,False,False,False,False,False,False,True
26,50,48,2,1,11,0,0,9,2,1.6,3672.0,1,7,0,0,0,0,False,True,False,False,False,False,False,False,True
28,31,21,3,1,0,0,2,15,5,1.38,793.0,1,7,0,0,0,0,False,True,False,False,False,True,False,False,False
27,37,37,9,5,2,1,0,23,11,1.68,1613.0,1,7,0,0,0,0,False,True,False,False,False,True,False,False,False
29,26,22,1,0,4,0,0,11,10,1.68,968.0,1,7,0,0,0,0,False,True,False,False,False,True,False,False,False
28,32,27,3,0,4,1,0,9,13,1.22,1490.0,1,7,0,0,0,0,False,True,False,False,False,True,False,False,False
23,43,43,9,4,3,0,0,11,14,1.4,2996.0,1,7,0,0,0,0,False,True,False,False,False,True,False,False,False
24,31,20,0,1,2,0,0,11,4,1.7,821.0,1,7,0,0,0,0,False,True,False,False,False,True,False,False,False
30,28,26,7,2,4,0,0,10,15,1.5,1252.0,1,7,0,0,0,0,False,True,False,False,False,True,False,False,False
22,14,14,3,2,0,0,0,4,8,1.64,856.0,1,7,0,0,0,0,False,True,False,False,False,True,False,False,False
33,40,13,0,0,0,0,0,0,0,1.15,1170.0,1,8,0,0,0,0,False,True,False,False,False,False,False,True,False
26,38,27,0,0,1,0,0,0,0,1.52,2430.0,1,8,0,0,0,0,False,True,False,False,False,False,False,True,False
23,35,35,0,4,10,0,1,0,1,1.46,3074.0,1,8,0,0,0,0,False,True,False,False,False,False,True,False,False
28,36,35,1,0,13,0,1,0,0,1.37,3115.0,1,8,0,0,0,0,False,True,False,False,False,False,True,False,False
29,24,16,0,1,7,1,0,0,2,1.25,1380.0,1,8,0,0,0,0,False,True,False,False,False,False,True,False,False
28,31,23,1,0,2,0,0,0,2,1.52,2033.0,1,8,0,0,0,0,False,True,False,False,False,False,True,False,False
24,39,38,7,8,8,0,0,7,11,1.47,2774.0,1,8,0,0,0,0,False,True,False,False,False,False,True,False,False
27,37,13,0,0,3,0,0,3,3,1.46,888.0,1,8,0,0,0,0,False,True,False,False,False,False,True,False,False
19,29,16,0,0,2,0,0,8,0,1.38,872.0,1,8,0,0,0,0,False,True,False,False,False,False,True,False,False
28,38,36,1,2,5,0,0,18,7,1.44,1757.0,1,8,0,0,0,0,False,True,False,False,False,False,True,False,False
29,35,20,0,0,0,0,0,15,1,1.15,650.0,1,8,0,0,0,0,False,True,False,False,False,False,False,False,True
24,35,34,9,2,11,0,0,4,1,1.44,2783.0,1,8,0,0,0,0,False,True,False,False,False,False,False,False,True
30,33,31,0,1,7,0,1,1,0,1.52,2697.0,1,8,0,0,0,0,False,True,False,False,False,False,False,False,True
30,19,13,0,0,0,0,0,9,4,1.0,385.0,1,8,0,0,0,0,False,True,False,False,False,False,False,False,True
28,36,36,5,10,10,0,0,2,19,1.44,2864.0,1,8,0,0,0,0,False,True,False,False,False,False,False,False,True
29,31,19,0,1,5,0,1,3,9,1.63,1290.0,1,8,0,0,0,0,False,True,False,False,False,False,False,False,True
23,35,28,4,0,6,0,1,3,4,1.46,2110.0,1,8,0,0,0,0,False,True,False,False,False,False,False,False,True
30,31,30,8,2,5,0,0,13,10,1.4,1551.0,1,8,0,0,0,0,False,True,False,False,False,True,False,False,False
33,16,14,5,0,3,0,1,9,3,1.36,585.0,1,8,0,0,0,0,False,True,False,False,False,True,False,False,False
20,30,30,3,3,1,0,0,11,12,1.47,1840.0,1,8,0,0,0,0,False,True,False,False,False,True,False,False,False
26,36,36,9,1,5,0,0,1,27,1.53,2702.0,1,8,0,0,0,0,False,True,False,False,False,True,False,False,False
24,15,14,0,0,0,0,0,0,1,1.29,1215.0,1,9,0,0,0,0,False,True,False,False,False,False,False,True,False
30,21,18,0,0,2,0,1,0,1,1.78,1600.0,1,9,0,0,0,0,False,True,False,False,False,False,False,True,False
25,37,17,0,0,2,0,0,3,0,0.82,1325.0,1,9,0,0,0,0,False,True,False,False,False,False,False,True,False
28,39,30,1,0,11,2,1,4,1,1.2,2321.0,1,9,0,0,0,0,False,True,False,False,False,False,True,False,False
23,38,25,0,0,8,0,0,3,3,1.48,1960.0,1,9,0,0,0,0,False,True,False,False,False,False,True,False,False
30,35,28,0,0,9,0,0,3,4,1.43,2191.0,1,9,0,0,0,0,False,True,False,False,False,False,True,False,False
28,40,38,3,2,10,0,0,3,19,1.45,2772.0,1,9,0,0,0,0,False,True,False,False,False,False,True,False,False
28,40,36,2,0,10,1,1,0,2,1.53,3149.0,1,9,0,0,0,0,False,True,False,False,False,False,True,False,False
31,38,33,0,0,6,0,0,1,0,1.21,2925.0,1,9,0,0,0,0,False,True,False,False,False,False,True,False,False
26,31,19,0,0,7,0,0,0,0,1.79,1710.0,1,9,0,0,0,0,False,True,False,False,False,False,True,False,False
26,37,28,0,1,8,1,0,0,2,0.96,2466.0,1,9,0,0,0,0,False,True,False,False,False,False,True,False,False
20,31,16,0,0,3,0,0,11,3,1.25,609.0,1,9,0,0,0,0,False,True,False,False,False,False,False,False,True
27,43,40,6,1,11,0,0,8,4,1.48,3058.0,1,9,0,0,0,0,False,True,False,False,False,False,False,False,True
21,40,32,0,1,11,0,0,9,9,1.44,1991.0,1,9,0,0,0,0,False,True,False,False,False,False,False,False,True
22,42,41,9,10,6,0,0,8,12,1.41,3073.0,1,9,0,0,0,0,False,True,False,False,False,False,False,False,True
28,42,41,9,8,7,0,0,4,9,1.39,3316.0,1,9,0,0,0,0,False,True,False,False,False,False,False,False,True
33,43,40,1,1,7,0,0,5,6,1.35,3120.0,1,9,0,0,0,0,False,True,False,False,False,False,False,False,True
26,45,38,5,3,3,0,0,23,10,1.24,1470.0,1,9,0,0,0,0,False,True,False,False,False,True,False,False,False
23,35,26,6,0,2,1,0,16,8,1.54,995.0,1,9,0,0,0,0,False,True,False,False,False,True,False,False,False
25,35,30,9,0,4,0,0,22,5,1.63,993.0,1,9,0,0,0,0,False,True,False,False,False,True,False,False,False
27,40,40,11,7,14,0,0,6,27,1.45,2859.0,1,9,0,0,0,0,False,True,False,False,False,True,False,False,False
24,42,39,0,0,2,0,1,0,0,1.21,3509.0,1,10,0,0,0,0,False,True,False,False,False,False,False,True,False
23,34,19,0,0,6,0,0,4,1,1.16,1475.0,1,10,0,0,0,0,False,True,False,False,False,False,True,False,False
27,21,17,0,1,5,0,0,0,2,1.76,1508.0,1,10,0,0,0,0,False,True,False,False,False,False,True,False,False
30,29,13,0,0,3,0,0,5,0,1.0,817.0,1,10,0,0,0,0,False,True,False,False,False,False,True,False,False
22,40,38,3,0,10,0,0,0,5,1.26,3350.0,1,10,0,0,0,0,False,True,False,False,False,False,True,False,False
26,28,21,0,0,7,0,0,3,2,1.05,1663.0,1,10,0,0,0,0,False,True,False,False,False,False,True,False,False
24,33,33,3,1,10,0,0,0,4,1.24,2827.0,1,10,0,0,0,0,False,True,False,False,False,False,True,False,False
25,39,39,3,0,13,1,0,1,0,1.31,3459.0,1,10,0,0,0,0,False,True,False,False,False,False,True,False,False
26,41,39,4,7,2,1,0,1,13,1.28,3184.0,1,10,0,0,0,0,False,True,False,False,False,False,False,False,True
25,38,36,7,1,8,0,0,14,15,1.33,2118.0,1,10,0,0,0,0,False,True,False,False,False,False,False,False,True
32,23,22,4,2,5,0,0,3,14,1.64,1483.0,1,10,0,0,0,0,False,True,False,False,False,False,False,False,True
27,42,41,5,7,9,0,0,3,9,1.29,3331.0,1,10,0,0,0,0,False,True,False,False,False,False,False,False,True
21,27,22,0,1,3,1,0,12,5,1.05,967.0,1,10,0,0,0,0,False,True,False,False,False,False,False,False,True
22,24,20,0,0,5,0,0,9,3,0.95,1117.0,1,10,0,0,0,0,False,True,False,False,False,False,False,False,True
27,36,36,3,1,14,2,0,1,4,1.36,2987.0,1,10,0,0,0,0,False,True,False,False,False,False,False,False,True
21,39,30,4,0,3,0,0,16,9,1.33,1382.0,1,10,0,0,0,0,False,True,False,False,False,True,False,False,False
22,23,12,0,1,1,0,0,8,1,0.83,466.0,1,10,0,0,0,0,False,True,False,False,False,True,False,False,False
27,23,16,3,0,4,0,0,8,2,0.81,889.0,1,10,0,0,0,0,False,True,False,False,False,True,False,False,False
31,27,21,0,2,1,1,0,11,5,1.43,939.0,1,10,0,0,0,0,False,True,False,False,False,True,False,False,False
25,40,28,4,1,2,0,0,13,8,1.07,1468.0,1,10,0,0,0,0,False,True,False,False,False,True,False,False,False
30,26,26,6,1,4,0,0,3,15,1.35,1756.0,1,10,0,0,0,0,False,True,False,False,False,True,False,False,False
29,16,16,5,2,5,0,0,3,5,1.69,1131.0,1,10,0,0,0,0,False,True,False,False,False,True,False,False,False
23,39,31,0,0,3,0,0,0,0,1.0,2790.0,1,11,0,0,0,0,False,True,False,False,False,False,False,True,False
33,42,11,0,0,2,0,0,0,0,2.0,990.0,1,11,0,0,0,0,False,True,False,False,False,False,False,True,False
24,36,31,1,1,6,1,1,1,0,1.16,2675.0,1,11,0,0,0,0,False,True,False,False,False,False,True,False,False
27,37,37,0,3,7,0,1,2,1,1.22,3093.0,1,11,0,0,0,0,False,True,False,False,False,False,True,False,False
20,17,11,0,1,3,0,2,1,1,1.18,845.0,1,11,0,0,0,0,False,True,False,False,False,False,True,False,False
21,34,23,1,1,3,0,1,5,0,1.61,1622.0,1,11,0,0,0,0,False,True,False,False,False,False,True,False,False
26,39,35,4,2,8,0,0,2,20,1.31,2575.0,1,11,0,0,0,0,False,True,False,False,False,False,True,False,False
30,28,19,1,0,3,0,0,0,1,1.37,1680.0,1,11,0,0,0,0,False,True,False,False,False,False,True,False,False
24,39,22,0,0,10,0,0,1,2,1.14,1872.0,1,11,0,0,0,0,False,True,False,False,False,False,True,False,False
26,36,33,1,2,9,0,0,1,0,1.27,2925.0,1,11,0,0,0,0,False,True,False,False,False,False,True,False,False
27,24,23,0,3,1,0,0,4,4,1.0,1702.0,1,11,0,0,0,0,False,True,False,False,False,False,False,False,True
27,20,20,0,1,6,0,0,2,8,1.25,1602.0,1,11,0,0,0,0,False,True,False,False,False,False,False,False,True
27,35,31,2,1,4,0,0,15,12,1.29,1522.0,1,11,0,0,0,0,False,True,False,False,False,False,False,False,True
28,39,26,1,1,6,0,0,8,7,1.35,1537.0,1,11,0,0,0,0,False,True,False,False,False,False,False,False,True
28,37,33,0,0,7,0,0,4,10,1.36,2403.0,1,11,0,0,0,0,False,True,False,False,False,False,False,False,True
22,37,35,19,5,8,0,2,0,10,1.31,2911.0,1,11,0,0,0,0,False,True,False,False,False,True,False,False,False
19,36,33,6,2,2,0,0,12,10,1.12,1858.0,1,11,0,0,0,0,False,True,False,False,False,True,False,False,False
23,15,12,0,0,2,0,0,9,2,1.17,400.0,1,11,0,0,0,0,False,True,False,False,False,True,False,False,False
