Age,In Squad,Appearances,Goals,Assists,Yellow Cards,Second Yellows,Straight Reds,Substituted On,Substituted Off,PPG,Minutes Played,Season,Placement,Champions League,Domestic Cup,TOTY,TOTY_Nominee,League_bundesliga,League_laliga,League_ligue-1,League_premier-league,League_serie-a,Position_Attacker,Position_Defender,Position_Goalkeeper,Position_Midfielder
29,34,34,10,6,4,0,0,3,9,1.68,2788.0,13,6,0,0,0,0,False,True,False,False,False,False,False,False,True
28,34,30,2,0,5,1,0,16,10,1.6,1401.0,13,6,0,0,0,0,False,True,False,False,False,False,False,False,True
20,32,19,1,1,1,0,0,11,8,1.89,816.0,13,6,0,0,0,0,False,True,False,False,False,False,False,False,True
22,34,13,0,1,3,1,0,6,3,1.85,643.0,13,6,0,0,0,0,False,True,False,False,False,False,False,False,True
33,29,27,1,0,4,0,0,9,12,1.89,1489.0,13,6,0,0,0,0,False,True,False,False,False,False,False,False,True
24,23,20,3,0,3,0,1,7,11,1.45,1153.0,13,6,0,0,0,0,False,True,False,False,False,True,False,False,False
27,35,20,4,1,1,0,0,13,5,1.7,852.0,13,6,0,0,0,0,False,True,False,False,False,True,False,False,False
27,40,32,13,0,2,0,0,15,14,1.66,1616.0,13,6,0,0,0,0,False,True,False,False,False,True,False,False,False
20,35,25,0,4,6,0,0,13,11,1.96,1144.0,13,6,0,0,0,0,False,True,False,False,False,True,False,False,False
24,39,30,2,2,3,0,0,8,20,1.5,1685.0,13,6,0,0,0,0,False,True,False,False,False,True,False,False,False
26,40,27,1,0,2,0,0,18,9,1.48,1030.0,13,6,0,0,0,0,False,True,False,False,False,True,False,False,False
28,38,33,5,3,0,1,0,20,12,1.58,1390.0,13,6,0,0,0,0,False,True,False,False,False,True,False,False,False
38,39,30,2,6,2,0,0,13,16,1.73,1449.0,13,6,0,0,0,0,False,True,False,False,False,True,False,False,False
28,53,20,0,0,0,0,1,0,0,2.35,1860.0,13,7,0,0,0,0,False,True,False,False,False,False,False,True,False
31,56,37,0,0,2,0,0,0,0,1.65,3330.0,13,7,0,0,0,0,False,True,False,False,False,False,False,True,False
23,53,44,3,2,3,0,0,0,1,1.82,3975.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
22,44,33,0,2,1,0,0,16,6,1.76,1698.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
22,39,32,1,2,7,0,0,5,9,1.97,2450.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
24,52,44,2,4,10,0,0,8,17,1.86,3284.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
28,41,30,1,1,3,0,0,10,5,1.77,1796.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
34,52,47,2,0,9,0,0,0,4,1.7,4259.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
32,54,25,1,2,2,0,0,14,11,2.28,940.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
29,39,29,0,3,3,0,1,6,4,1.86,2111.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
29,54,20,0,0,3,0,0,4,1,2.2,1493.0,13,7,0,0,0,0,False,True,False,False,False,False,True,False,False
18,56,20,2,4,3,0,0,10,9,2.35,799.0,13,7,0,0,0,0,False,True,False,False,False,False,False,False,True
31,53,53,3,8,7,0,0,6,11,1.85,4285.0,13,7,0,0,0,0,False,True,False,False,False,False,False,False,True
28,55,54,2,8,10,0,1,9,26,1.93,3858.0,13,7,0,0,0,0,False,True,False,False,False,False,False,False,True
29,35,32,0,0,7,0,0,18,12,1.75,1430.0,13,7,0,0,0,0,False,True,False,False,False,False,False,False,True
31,29,27,1,0,7,1,1,2,12,2.04,2105.0,13,7,0,0,0,0,False,True,False,False,False,False,False,False,True
32,18,18,0,0,5,0,0,5,3,1.94,1227.0,13,7,0,0,0,0,False,True,False,False,False,False,False,False,True
19,22,19,1,3,0,1,0,12,5,2.0,688.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
17,47,37,7,1,6,0,0,25,10,1.92,1407.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
21,44,40,5,8,0,0,0,16,19,1.93,2195.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
28,49,46,30,11,4,0,0,7,15,1.87,3591.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
26,43,39,12,5,0,0,0,13,26,1.79,2188.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
26,51,49,4,3,1,0,0,18,17,1.88,2922.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
24,36,11,1,0,1,0,0,8,3,2.18,309.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
19,53,27,8,1,1,0,0,16,10,1.67,959.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
33,49,35,9,2,1,0,0,17,18,1.94,1443.0,13,7,0,0,0,0,False,True,False,False,False,True,False,False,False
24,22,19,0,0,0,0,1,0,1,1.42,1639.0,13,8,0,0,0,0,False,True,False,False,False,False,False,True,False
22,40,23,0,0,1,0,0,2,0,1.39,1959.0,13,8,0,0,0,0,False,True,False,False,False,False,False,True,False
23,22,20,0,3,1,0,0,2,2,1.45,1631.0,13,8,0,0,0,0,False,True,False,False,False,False,True,False,False
24,38,27,0,0,3,0,0,11,3,1.74,1463.0,13,8,0,0,0,0,False,True,False,False,False,False,True,False,False
25,21,18,0,3,4,0,0,0,3,1.33,1617.0,13,8,0,0,0,0,False,True,False,False,False,False,True,False,False
29,33,32,4,2,8,0,0,2,2,1.5,2623.0,13,8,0,0,0,0,False,True,False,False,False,False,True,False,False
28,38,33,0,0,5,0,0,7,5,1.39,2426.0,13,8,0,0,0,0,False,True,False,False,False,False,True,False,False
20,34,16,0,0,2,1,0,7,3,1.44,829.0,13,8,0,0,0,0,False,True,False,False,False,False,True,False,False
28,33,32,2,0,9,1,0,0,3,1.34,2792.0,13,8,0,0,0,0,False,True,False,False,False,False,True,False,False
23,39,36,9,0,8,0,0,5,11,1.56,2776.0,13,8,0,0,0,0,False,True,False,False,False,False,False,False,True
21,40,34,3,0,3,0,0,19,12,1.53,1524.0,13,8,0,0,0,0,False,True,False,False,False,False,False,False,True
24,35,34,0,1,12,0,0,1,9,1.29,2817.0,13,8,0,0,0,0,False,True,False,False,False,False,False,False,True
26,21,14,0,0,4,0,1,9,1,1.57,608.0,13,8,0,0,0,0,False,True,False,False,False,False,False,False,True
26,38,37,0,9,10,0,0,2,13,1.43,2934.0,13,8,0,0,0,0,False,True,False,False,False,False,False,False,True
28,16,16,2,2,2,0,0,13,4,1.63,478.0,13,8,0,0,0,0,False,True,False,False,False,False,False,False,True
20,40,24,1,0,0,0,0,19,5,1.38,623.0,13,8,0,0,0,0,False,True,False,False,False,False,False,False,True
32,35,34,14,15,8,0,0,1,8,1.53,2899.0,13,8,0,0,0,0,False,True,False,False,False,True,False,False,False
22,19,13,1,1,2,0,0,5,8,1.0,624.0,13,8,0,0,0,0,False,True,False,False,False,True,False,False,False
24,36,35,13,4,5,0,0,6,14,1.29,2448.0,13,8,0,0,0,0,False,True,False,False,False,True,False,False,False
29,15,13,1,0,3,1,0,11,3,1.46,293.0,13,8,0,0,0,0,False,True,False,False,False,True,False,False,False
33,38,37,9,6,7,0,0,2,31,1.49,2672.0,13,8,0,0,0,0,False,True,False,False,False,True,False,False,False
23,46,43,0,0,2,0,0,0,0,1.37,3960.0,13,9,0,0,0,0,False,True,False,False,False,False,False,True,False
25,34,30,1,0,7,0,0,1,2,1.47,2646.0,13,9,0,0,0,0,False,True,False,False,False,False,True,False,False
23,45,31,2,1,7,0,0,4,1,1.55,2545.0,13,9,0,0,0,0,False,True,False,False,False,False,True,False,False
29,36,33,2,2,11,0,0,0,1,1.24,3005.0,13,9,0,0,0,0,False,True,False,False,False,False,True,False,False
27,43,24,0,2,2,0,0,16,3,1.79,996.0,13,9,0,0,0,0,False,True,False,False,False,False,True,False,False
30,32,29,1,4,5,0,0,4,7,1.31,2135.0,13,9,0,0,0,0,False,True,False,False,False,False,True,False,False
31,38,31,2,2,3,0,0,8,8,1.29,2133.0,13,9,0,0,0,0,False,True,False,False,False,False,True,False,False
28,38,34,2,2,6,0,0,6,13,1.5,2397.0,13,9,0,0,0,0,False,True,False,False,False,False,True,False,False
32,43,28,0,1,0,0,0,7,7,1.39,2023.0,13,9,0,0,0,0,False,True,False,False,False,False,True,False,False
20,43,26,2,2,2,0,0,13,12,1.42,1122.0,13,9,0,0,0,0,False,True,False,False,False,False,False,False,True
27,36,35,5,9,1,0,0,7,21,1.4,2484.0,13,9,0,0,0,0,False,True,False,False,False,False,False,False,True
27,45,38,0,1,8,0,0,14,11,1.47,2227.0,13,9,0,0,0,0,False,True,False,False,False,False,False,False,True
24,40,31,3,0,7,0,0,13,15,1.19,1740.0,13,9,0,0,0,0,False,True,False,False,False,False,False,False,True
19,45,34,0,0,6,0,0,11,14,1.53,2026.0,13,9,0,0,0,0,False,True,False,False,False,False,False,False,True
30,43,35,0,2,13,0,0,9,8,1.49,2409.0,13,9,0,0,0,0,False,True,False,False,False,False,False,False,True
26,46,46,8,8,1,0,0,14,21,1.41,2961.0,13,9,0,0,0,0,False,True,False,False,False,True,False,False,False
24,43,43,9,5,4,0,0,11,22,1.44,2809.0,13,9,0,0,0,0,False,True,False,False,False,True,False,False,False
22,44,43,6,3,2,0,0,24,16,1.47,1901.0,13,9,0,0,0,0,False,True,False,False,False,True,False,False,False
21,46,36,2,2,3,0,0,18,15,1.53,1519.0,13,9,0,0,0,0,False,True,False,False,False,True,False,False,False
30,30,13,0,1,0,0,0,9,4,1.38,419.0,13,9,0,0,0,0,False,True,False,False,False,True,False,False,False
33,43,42,10,1,9,1,1,15,15,1.38,2391.0,13,9,0,0,0,0,False,True,False,False,False,True,False,False,False
26,52,46,0,1,3,0,0,0,0,1.46,4140.0,13,10,0,0,0,0,False,True,False,False,False,False,False,True,False
24,56,11,0,0,1,0,0,0,0,1.55,1050.0,13,10,0,0,0,0,False,True,False,False,False,False,False,True,False
20,51,26,0,0,8,0,0,10,5,1.58,1448.0,13,10,0,0,0,0,False,True,False,False,False,False,True,False,False
27,50,46,1,6,9,0,0,7,9,1.46,3535.0,13,10,0,0,0,0,False,True,False,False,False,False,True,False,False
24,42,37,0,2,3,0,0,2,9,1.57,3055.0,13,10,0,0,0,0,False,True,False,False,False,False,True,False,False
25,47,42,1,0,8,0,1,4,5,1.31,3310.0,13,10,0,0,0,0,False,True,False,False,False,False,True,False,False
23,42,37,0,0,5,0,1,11,7,1.49,2393.0,13,10,0,0,0,0,False,True,False,False,False,False,True,False,False
32,36,28,0,2,5,0,0,13,2,1.43,1570.0,13,10,0,0,0,0,False,True,False,False,False,False,True,False,False
30,24,21,1,1,5,0,0,7,2,1.19,1360.0,13,10,0,0,0,0,False,True,False,False,False,False,True,False,False
33,53,50,4,1,17,0,1,7,6,1.3,3938.0,13,10,0,0,0,0,False,True,False,False,False,False,True,False,False
22,48,46,8,2,11,0,0,10,10,1.5,3359.0,13,10,0,0,0,0,False,True,False,False,False,False,False,False,True
25,28,24,1,2,2,0,0,3,12,1.63,1891.0,13,10,0,0,0,0,False,True,False,False,False,False,False,False,True
22,51,40,0,0,8,0,1,16,14,1.45,2104.0,13,10,0,0,0,0,False,True,False,False,False,False,False,False,True
31,42,40,0,1,8,0,1,8,17,1.55,2546.0,13,10,0,0,0,0,False,True,False,False,False,False,False,False,True
25,36,25,3,0,1,0,0,13,13,1.32,1061.0,13,10,0,0,0,0,False,True,False,False,False,False,False,False,True
32,40,36,2,4,11,0,0,9,17,1.47,2336.0,13,10,0,0,0,0,False,True,False,False,False,False,False,False,True
22,39,37,7,1,8,0,0,16,14,1.22,2127.0,13,10,0,0,0,0,False,True,False,False,False,True,False,False,False
28,53,53,4,10,6,0,0,19,11,1.42,3340.0,13,10,0,0,0,0,False,True,False,False,False,True,False,False,False
27,50,46,8,6,3,0,0,17,20,1.3,2909.0,13,10,0,0,0,0,False,True,False,False,False,True,False,False,False
24,48,44,8,6,4,0,0,12,25,1.45,2521.0,13,10,0,0,0,0,False,True,False,False,False,True,False,False,False
21,43,28,3,6,1,0,0,17,8,1.36,1096.0,13,10,0,0,0,0,False,True,False,False,False,True,False,False,False
35,44,43,14,2,9,1,0,17,25,1.42,2177.0,13,10,0,0,0,0,False,True,False,False,False,True,False,False,False
38,58,51,15,5,4,0,0,24,15,1.45,2673.0,13,10,0,0,0,0,False,True,False,False,False,True,False,False,False
27,38,33,0,0,2,0,0,1,0,1.18,2957.0,13,11,0,0,0,0,False,True,False,False,False,False,False,True,False
26,38,36,1,0,9,0,0,0,0,1.19,3270.0,13,11,0,0,0,0,False,True,False,False,False,False,True,False,False
19,21,18,0,4,4,0,0,6,3,1.5,1183.0,13,11,0,0,0,0,False,True,False,False,False,False,True,False,False
27,39,28,0,0,4,0,0,4,9,1.18,2034.0,13,11,0,0,0,0,False,True,False,False,False,False,True,False,False
25,40,37,0,0,11,0,0,11,5,1.27,2475.0,13,11,0,0,0,0,False,True,False,False,False,False,True,False,False
28,40,21,0,1,4,0,0,5,4,1.43,1553.0,13,11,0,0,0,0,False,True,False,False,False,False,True,False,False
31,25,24,0,0,3,0,1,0,1,1.33,2028.0,13,11,0,0,0,0,False,True,False,False,False,False,True,False,False
33,32,21,2,3,1,1,0,3,6,1.24,1579.0,13,11,0,0,0,0,False,True,False,False,False,False,True,False,False
22,37,37,2,0,5,1,0,8,9,1.08,2784.0,13,11,0,0,0,0,False,True,False,False,False,False,False,False,True
25,27,27,0,1,4,0,0,9,7,1.41,1670.0,13,11,0,0,0,0,False,True,False,False,False,False,False,False,True
28,22,17,2,0,4,0,0,7,6,1.0,970.0,13,11,0,0,0,0,False,True,False,False,False,False,False,False,True
20,37,17,2,1,3,0,0,7,9,1.41,735.0,13,11,0,0,0,0,False,True,False,False,False,False,False,False,True
31,39,39,7,2,0,0,0,18,11,1.23,2112.0,13,11,0,0,0,0,False,True,False,False,False,False,False,False,True
34,38,35,1,2,11,0,0,10,14,1.31,2233.0,13,11,0,0,0,0,False,True,False,False,False,False,False,False,True
32,30,25,0,0,3,1,0,8,9,1.2,1465.0,13,11,0,0,0,0,False,True,False,False,False,False,False,False,True
28,33,32,12,0,4,0,0,12,13,1.22,1762.0,13,11,0,0,0,0,False,True,False,False,False,True,False,False,False
26,31,27,6,2,4,0,0,7,17,1.22,1601.0,13,11,0,0,0,0,False,True,False,False,False,True,False,False,False
26,40,39,3,5,2,0,0,5,25,1.21,2805.0,13,11,0,0,0,0,False,True,False,False,False,True,False,False,False
23,42,37,6,4,2,0,0,17,17,1.24,1756.0,13,11,0,0,0,0,False,True,False,False,False,True,False,False,False
33,41,26,1,3,3,0,0,14,9,1.12,1147.0,13,11,0,0,0,0,False,True,False,False,False,True,False,False,False
28,28,24,0,3,0,0,0,13,10,1.08,1026.0,13,11,0,0,0,0,False,True,False,False,False,True,False,False,False
32,28,17,1,1,0,0,0,12,5,1.12,475.0,13,11,0,0,0,0,False,True,False,False,False,True,False,False,False
27,35,32,0,0,0,0,0,0,0,1.25,2880.0,13,12,0,0,0,0,False,True,False,False,False,False,False,True,False
28,33,32,0,4,6,0,0,1,7,1.13,2605.0,13,12,0,0,0,0,False,True,False,False,False,False,True,False,False
26,38,35,0,1,11,0,0,5,6,1.2,2729.0,13,12,0,0,0,0,False,True,False,False,False,False,True,False,False
27,35,33,0,1,3,0,0,2,7,1.09,2605.0,13,12,0,0,0,0,False,True,False,False,False,False,True,False,False
27,30,16,1,0,1,1,0,3,3,1.56,1146.0,13,12,0,0,0,0,False,True,False,False,False,False,True,False,False
26,36,33,1,0,4,0,0,21,7,1.09,1410.0,13,12,0,0,0,0,False,True,False,False,False,False,True,False,False
31,36,14,0,0,2,0,0,5,1,0.93,998.0,13,12,0,0,0,0,False,True,False,False,False,False,True,False,False
29,30,24,2,0,2,0,1,2,3,1.04,1828.0,13,12,0,0,0,0,False,True,False,False,False,False,True,False,False
30,30,29,3,2,8,0,0,2,4,1.28,2363.0,13,12,0,0,0,0,False,True,False,False,False,False,True,False,False
27,38,37,0,0,6,0,0,4,17,1.32,2691.0,13,12,0,0,0,0,False,True,False,False,False,False,False,False,True
27,26,26,4,1,1,0,0,5,7,1.12,1978.0,13,12,0,0,0,0,False,True,False,False,False,False,False,False,True
25,21,12,0,0,0,0,0,7,2,1.5,497.0,13,12,0,0,0,0,False,True,False,False,False,False,False,False,True
26,40,15,1,0,1,0,0,8,5,1.07,698.0,13,12,0,0,0,0,False,True,False,False,False,False,False,False,True
32,25,23,1,0,5,0,0,4,16,1.61,1486.0,13,12,0,0,0,0,False,True,False,False,False,False,False,False,True
30,39,26,1,0,1,0,0,16,7,1.27,1048.0,13,12,0,0,0,0,False,True,False,False,False,False,False,False,True
34,23,12,0,0,1,0,0,8,4,1.5,366.0,13,12,0,0,0,0,False,True,False,False,False,False,False,False,True
25,36,24,1,1,5,0,0,17,7,1.38,907.0,13,12,0,0,0,0,False,True,False,False,False,True,False,False,False
28,16,16,1,0,3,0,0,5,4,1.06,1114.0,13,12,0,0,0,0,False,True,False,False,False,True,False,False,False
29,30,29,2,0,5,0,0,3,20,1.17,2037.0,13,12,0,0,0,0,False,True,False,False,False,True,False,False,False
27,34,31,3,2,5,0,0,12,16,1.23,1643.0,13,12,0,0,0,0,False,True,False,False,False,True,False,False,False
29,19,14,2,1,0,0,0,9,3,1.43,571.0,13,12,0,0,0,0,False,True,False,False,False,True,False,False,False
29,35,29,2,3,0,0,0,12,12,1.03,1646.0,13,12,0,0,0,0,False,True,False,False,False,True,False,False,False
34,37,35,8,4,3,1,0,6,25,1.2,2216.0,13,12,0,0,0,0,False,True,False,False,False,True,False,False,False
27,41,31,1,2,2,0,0,22,7,1.35,1061.0,13,12,0,0,0,0,False,True,False,False,False,True,False,False,False
29,42,28,0,0,1,0,0,0,0,0.96,2520.0,13,13,0,0,0,0,False,True,False,False,False,False,False,True,False
25,36,34,1,7,6,0,0,2,3,1.26,2862.0,13,13,0,0,0,0,False,True,False,False,False,False,True,False,False
21,38,32,2,1,6,1,0,4,7,1.31,2436.0,13,13,0,0,0,0,False,True,False,False,False,False,True,False,False
22,37,18,1,0,3,0,0,7,4,1.33,983.0,13,13,0,0,0,0,False,True,False,False,False,False,True,False,False
29,33,32,4,2,7,0,0,0,2,1.06,2770.0,13,13,0,0,0,0,False,True,False,False,False,False,True,False,False
23,32,27,1,0,4,0,1,3,4,1.07,2106.0,13,13,0,0,0,0,False,True,False,False,False,False,True,False,False
19,38,27,1,4,1,0,0,10,15,1.59,1432.0,13,13,0,0,0,0,False,True,False,False,False,False,False,False,True
17,41,35,2,0,2,0,0,17,17,1.06,1645.0,13,13,0,0,0,0,False,True,False,False,False,False,False,False,True
23,37,34,12,9,7,0,0,3,4,1.24,2798.0,13,13,0,0,0,0,False,True,False,False,False,False,False,False,True
20,34,27,1,0,9,0,0,4,6,1.3,2145.0,13,13,0,0,0,0,False,True,False,False,False,False,False,False,True
22,37,35,2,1,6,0,0,7,12,1.37,2462.0,13,13,0,0,0,0,False,True,False,False,False,False,False,False,True
31,39,36,4,1,8,0,0,0,14,1.17,3083.0,13,13,0,0,0,0,False,True,False,False,False,False,False,False,True
23,39,34,7,7,3,0,1,5,16,1.12,2502.0,13,13,0,0,0,0,False,True,False,False,False,True,False,False,False
25,37,21,0,0,3,1,0,15,3,1.05,617.0,13,13,0,0,0,0,False,True,False,False,False,True,False,False,False
23,35,31,7,5,6,0,1,0,10,1.32,2700.0,13,13,0,0,0,0,False,True,False,False,False,True,False,False,False
23,42,33,6,3,2,0,0,21,9,1.27,1227.0,13,13,0,0,0,0,False,True,False,False,False,True,False,False,False
33,30,27,4,1,0,0,0,17,8,0.96,1068.0,13,13,0,0,0,0,False,True,False,False,False,True,False,False,False
29,26,22,0,3,3,0,0,8,14,1.14,1176.0,13,13,0,0,0,0,False,True,False,False,False,True,False,False,False
21,40,16,1,1,1,0,0,9,6,1.38,762.0,13,13,0,0,0,0,False,True,False,False,False,True,False,False,False
29,39,30,0,0,0,0,0,0,0,1.17,2730.0,13,14,0,0,0,0,False,True,False,False,False,False,False,True,False
23,43,13,0,0,1,0,0,0,0,1.46,1230.0,13,14,0,0,0,0,False,True,False,False,False,False,False,True,False
26,45,35,0,0,3,0,0,21,6,1.23,1530.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
25,36,21,0,1,3,0,1,3,5,1.05,1562.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
26,38,37,1,0,7,0,0,8,3,1.16,2718.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
28,43,40,0,3,5,0,0,8,0,1.25,3083.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
31,36,30,0,5,1,0,0,9,10,1.3,1973.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
31,43,35,1,0,4,0,0,8,7,1.2,2536.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
31,35,27,0,0,5,0,0,4,5,1.44,2019.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
30,43,17,0,3,4,0,0,3,8,1.65,1187.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
33,44,24,2,1,2,0,0,8,15,1.5,1225.0,13,14,0,0,0,0,False,True,False,False,False,False,True,False,False
24,32,30,2,2,5,0,0,8,12,1.03,2016.0,13,14,0,0,0,0,False,True,False,False,False,False,False,False,True
26,36,35,8,2,5,0,0,10,14,1.31,2322.0,13,14,0,0,0,0,False,True,False,False,False,False,False,False,True
27,31,27,0,2,2,0,0,10,5,1.44,1609.0,13,14,0,0,0,0,False,True,False,False,False,False,False,False,True
24,41,40,2,0,6,0,0,12,15,1.25,2652.0,13,14,0,0,0,0,False,True,False,False,False,False,False,False,True
28,19,16,0,0,5,0,0,3,9,1.44,948.0,13,14,0,0,0,0,False,True,False,False,False,False,False,False,True
23,42,41,4,12,3,0,0,17,15,1.1,2487.0,13,14,0,0,0,0,False,True,False,False,False,True,False,False,False
32,45,45,14,6,3,0,0,10,28,1.27,2893.0,13,14,0,0,0,0,False,True,False,False,False,True,False,False,False
29,43,38,14,4,5,0,0,10,20,1.21,2444.0,13,14,0,0,0,0,False,True,False,False,False,True,False,False,False
21,45,40,2,2,4,0,0,21,17,1.25,1966.0,13,14,0,0,0,0,False,True,False,False,False,True,False,False,False
31,42,34,7,0,0,0,0,24,8,1.44,1123.0,13,14,0,0,0,0,False,True,False,False,False,True,False,False,False
29,38,31,0,2,7,0,0,9,16,1.35,1779.0,13,14,0,0,0,0,False,True,False,False,False,True,False,False,False
27,40,29,0,0,2,0,0,0,0,0.9,2610.0,13,15,0,0,0,0,False,True,False,False,False,False,False,True,False
26,40,11,0,0,2,0,0,0,0,1.36,990.0,13,15,0,0,0,0,False,True,False,False,False,False,False,True,False
21,39,39,3,2,9,0,0,2,6,1.05,3325.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
22,33,32,0,0,7,0,0,2,6,1.09,2650.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
28,36,36,0,2,6,1,1,1,3,1.11,3029.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
21,19,12,0,0,3,0,0,3,2,1.25,784.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
25,25,21,0,0,9,0,0,6,5,1.19,1373.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
32,34,31,1,0,12,1,0,3,8,1.16,2439.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
26,18,11,0,0,5,0,0,2,1,0.64,896.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
32,36,32,0,2,10,0,1,3,12,1.13,2423.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
28,35,12,0,0,3,0,1,3,1,0.83,737.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
32,38,12,0,0,3,0,0,2,0,1.0,971.0,13,15,0,0,0,0,False,True,False,False,False,False,True,False,False
25,36,35,1,0,5,0,0,1,19,1.0,2744.0,13,15,0,0,0,0,False,True,False,False,False,False,False,False,True
24,37,35,3,0,11,0,0,2,6,1.06,3035.0,13,15,0,0,0,0,False,True,False,False,False,False,False,False,True
22,22,22,2,2,2,0,0,7,9,0.95,1368.0,13,15,0,0,0,0,False,True,False,False,False,False,False,False,True
30,36,31,0,0,6,0,1,15,8,1.1,1452.0,13,15,0,0,0,0,False,True,False,False,False,False,False,False,True
19,22,18,1,1,2,0,0,10,6,0.89,802.0,13,15,0,0,0,0,False,True,False,False,False,True,False,False,False
23,31,29,5,2,4,0,0,14,15,1.0,1344.0,13,15,0,0,0,0,False,True,False,False,False,True,False,False,False
21,23,23,2,3,5,0,0,5,13,1.09,1474.0,13,15,0,0,0,0,False,True,False,False,False,True,False,False,False
31,37,35,5,0,9,0,1,11,15,1.03,2142.0,13,15,0,0,0,0,False,True,False,False,False,True,False,False,False
30,37,18,0,2,1,0,0,14,2,0.89,545.0,13,15,0,0,0,0,False,True,False,False,False,True,False,False,False
33,39,35,6,1,4,0,0,22,7,0.91,1484.0,13,15,0,0,0,0,False,True,False,False,False,True,False,False,False
28,40,38,0,0,1,0,0,1,0,1.0,3348.0,13,16,0,0,0,0,False,True,False,False,False,False,False,True,False
18,33,11,0,0,1,0,1,8,2,1.0,396.0,13,16,0,0,0,0,False,True,False,False,False,False,True,False,False
24,33,31,1,1,3,1,0,2,6,1.06,2550.0,13,16,0,0,0,0,False,True,False,False,False,False,True,False,False
29,37,36,1,1,10,0,0,1,2,1.03,3115.0,13,16,0,0,0,0,False,True,False,False,False,False,True,False,False
24,41,29,0,2,1,0,0,10,5,1.21,1824.0,13,16,0,0,0,0,False,True,False,False,False,False,True,False,False
22,34,14,0,0,3,1,0,4,0,1.0,1027.0,13,16,0,0,0,0,False,True,False,False,False,False,True,False,False
30,35,32,1,1,6,0,0,3,7,1.13,2469.0,13,16,0,0,0,0,False,True,False,False,False,False,True,False,False
30,39,34,0,1,5,0,1,2,5,1.06,2797.0,13,16,0,0,0,0,False,True,False,False,False,False,True,False,False
28,37,35,1,0,10,0,1,5,7,1.11,2613.0,13,16,0,0,0,0,False,True,False,False,False,False,False,False,True
27,28,23,2,0,1,0,0,10,6,0.87,1270.0,13,16,0,0,0,0,False,True,False,False,False,False,False,False,True
34,33,27,0,0,7,1,0,16,2,1.11,1232.0,13,16,0,0,0,0,False,True,False,False,False,False,False,False,True
32,35,35,1,1,12,0,1,2,17,1.14,2707.0,13,16,0,0,0,0,False,True,False,False,False,False,False,False,True
18,14,12,0,0,0,0,0,7,4,1.17,540.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
30,40,38,11,3,1,0,0,3,15,1.08,3123.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
26,41,36,5,2,4,0,0,10,22,0.97,2188.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
19,40,24,1,2,1,0,0,20,4,0.83,601.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
29,38,29,1,3,4,0,0,17,9,1.28,964.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
31,33,28,4,4,1,0,0,9,14,1.07,1768.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
30,38,36,5,1,10,1,0,9,22,1.0,2216.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
28,36,13,3,0,1,0,0,9,4,1.08,389.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
29,33,25,0,2,3,1,0,6,13,1.16,1494.0,13,16,0,0,0,0,False,True,False,False,False,True,False,False,False
28,41,30,0,0,0,0,0,0,0,0.87,2700.0,13,17,0,0,0,0,False,True,False,False,False,False,False,True,False
